parcel_id,municipal_plot_id,cadastral_owner,municipal_owner,owner_similarity,relationship,reference_area_sqm,municipal_area_sqm,area_difference_sqm_owner,area_difference_percent,severity,geometry_similarity,centroid_distance_m,area_difference_sqm_geometry,conflict_type,reason,recommendation,overall_status
P0336,M-8335,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0337,M-8336,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0338,M-8337,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0339,M-8338,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0340,M-8339,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0341,M-8340,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0342,M-8341,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0343,M-8342,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0344,M-8343,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0345,M-8344,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0346,M-8345,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0347,M-8346,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0348,M-8347,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0349,M-8348,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0350,M-8349,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0351,M-8350,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0352,M-8351,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0353,M-8352,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0354,M-8353,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0355,M-8354,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0356,M-8355,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0357,M-8356,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0358,M-8357,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0359,M-8358,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0360,M-8359,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0361,M-8360,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0362,M-8361,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0363,M-8362,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0364,M-8363,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0365,M-8364,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0366,M-8365,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0367,M-8366,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0368,M-8367,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0369,M-8368,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0370,M-8369,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0371,M-8370,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0372,M-8371,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0373,M-8372,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0374,M-8373,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0375,M-8374,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0376,M-8375,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0377,M-8376,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0378,M-8377,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0379,M-8378,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0380,M-8379,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0381,M-8380,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0382,M-8381,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0383,M-8382,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0384,M-8383,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0385,M-8384,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0386,M-8385,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0387,M-8386,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0388,M-8387,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0389,M-8388,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0390,M-8389,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0391,M-8390,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0392,M-8391,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0393,M-8392,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0394,M-8393,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0395,M-8394,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0396,M-8395,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0397,M-8396,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0398,M-8397,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0399,M-8398,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0400,M-8399,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0401,M-8400,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0402,M-8401,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0403,M-8402,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0404,M-8403,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0405,M-8404,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0406,M-8405,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0407,M-8406,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0408,M-8407,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0409,M-8408,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0410,M-8409,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0411,M-8410,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0412,M-8411,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0413,M-8412,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0414,M-8413,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0415,M-8414,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0416,M-8415,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0417,M-8416,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0418,M-8417,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0419,M-8418,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0420,M-8419,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0421,M-8420,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0422,M-8421,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0423,M-8422,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0424,M-8423,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0425,M-8424,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0426,M-8425,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0427,M-8426,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0428,M-8427,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0429,M-8428,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0430,M-8429,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0431,M-8430,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0432,M-8431,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0433,M-8432,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0434,M-8433,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0435,M-8434,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0436,M-8435,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0437,M-8436,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0438,M-8437,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0439,M-8438,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0440,M-8439,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0441,M-8440,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0442,M-8441,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0443,M-8442,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0444,M-8443,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0445,M-8444,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0446,M-8445,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0447,M-8446,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
